spend_1m_baby,spend_2m_baby,spend_3m_baby,spend_4m_baby,spend_5m_baby,spend_6m_baby,spend_1m_clothes,spend_2m_clothes,spend_3m_clothes,spend_4m_clothes,spend_5m_clothes,spend_6m_clothes,spend_1m_health,spend_2m_health,spend_3m_health,spend_4m_health,spend_5m_health,spend_6m_health,spend_1m_pet,spend_2m_pet,spend_3m_pet,spend_4m_pet,spend_5m_pet,spend_6m_pet,spend_1m_groceries,spend_2m_groceries,spend_3m_groceries,spend_4m_groceries,spend_5m_groceries,spend_6m_groceries,spend_1m_eletronic,spend_2m_eletronic,spend_3m_eletronic,spend_4m_eletronic,spend_5m_eletronic,spend_6m_eletronic,sales,discount,age,gender,cust_state,tenure,profit
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0.0,5.0,0.0,15.0,0,0,0,0.0,0.0,0.0,1468.65,20.0,39,1.0,SP,19,53.43
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,15.0,100.0,175.0,20.0,0,0,0,0.0,0.0,0.0,2280.44,50.0,31,1.0,SP,21,64.02
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15.0,5.0,0.0,0.0,0,0,0,0.0,0.0,0.0,805.73,10.0,28,1.0,PR,18,30.29
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0.0,20.0,20.0,0.0,0,0,0,0.0,0.0,0.0,2380.06,100.0,27,0.0,RJ,24,19.0
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5.0,45.0,5.0,25.0,0,0,0,0.0,0.0,0.0,1047.71,0.0,26,0.0,CE,20,52.39
5,0,0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,95,100,155.0,90.0,5.0,25.0,0,0,0,0.0,0.0,0.0,2550.7,50.0,38,1.0,MG,22,77.54
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,55,60.0,50.0,10.0,140.0,0,0,0,0.0,0.0,0.0,1818.39,20.0,38,0.0,PA,28,70.92
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0.0,0.0,0.0,5.0,0,0,0,0.0,0.0,0.0,1744.22,40.0,34,0.0,SP,19,47.21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,15,155.0,445.0,150.0,115.0,0,0,0,0.0,0.0,0.0,2082.77,0.0,37,0.0,MA,28,104.14
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,15.0,15.0,0.0,5.0,0,0,0,0.0,0.0,0.0,1202.34,10.0,26,0.0,PR,22,50.12
0,0,0,0,0,0.0,25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,15,5.0,20.0,5.0,0.0,0,0,0,0.0,0.0,0.0,2188.57,80.0,35,0.0,SE,19,29.43
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,175.0,15.0,10.0,10.0,0,0,0,0.0,0.0,0.0,3329.69,170.0,25,1.0,PE,18,-3.52
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1135.28,10.0,38,1.0,RJ,24,46.76
10,0,0,0,10,10.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10.0,40.0,20.0,5.0,0,0,0,0.0,0.0,0.0,2195.9,50.0,42,1.0,CE,19,59.8
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,15.0,15.0,0.0,5.0,0,0,0,0.0,0.0,0.0,2735.48,100.0,33,0.0,SP,21,36.77
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,145.0,180.0,130.0,55.0,0,0,0,0.0,0.0,0.0,3283.95,110.0,29,1.0,RJ,24,54.2
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0.0,0.0,0.0,20.0,0,0,0,0.0,0.0,0.0,984.07,0.0,24,1.0,PE,23,49.2
0,0,0,0,0,0.0,50,125.0,50.0,0.0,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,971.15,0.0,19,0.0,MG,20,48.56
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,910.26,0.0,24,1.0,MG,22,45.51
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2246.15,100.0,31,0.0,PA,25,12.31
0,0,0,0,0,0.0,25,50.0,25.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1121.04,0.0,38,1.0,RS,23,56.05
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,40.0,0.0,5.0,15.0,0,0,0,0.0,0.0,0.0,1459.53,20.0,35,0.0,SP,21,52.98
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,175.0,10.0,0,0,0,0.0,0.0,0.0,2754.45,150.0,21,1.0,PE,24,-12.28
0,0,0,0,0,0.0,25,0.0,25.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,220,35.0,15.0,105.0,0.0,0,0,0,0.0,0.0,0.0,1934.69,30.0,29,1.0,RS,20,66.73
0,0,0,0,0,0.0,25,0.0,25.0,0.0,0.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,90,85,85.0,35.0,5.0,85.0,0,0,0,0.0,0.0,0.0,1946.42,50.0,27,0.0,RJ,18,47.32
0,0,0,0,0,0.0,25,0.0,0.0,25.0,50.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1050.76,10.0,26,0.0,RJ,19,42.54
0,0,0,0,0,0.0,25,50.0,0.0,25.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,85,95.0,0.0,55.0,15.0,0,0,0,0.0,0.0,0.0,1988.81,50.0,25,0.0,RS,21,49.44
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0.0,10.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2246.15,80.0,32,0.0,SP,22,32.31
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,5.0,20.0,0.0,10.0,0,0,0,0.0,0.0,0.0,1051.03,0.0,29,0.0,BA,21,52.55
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,10.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2091.29,60.0,35,0.0,SP,18,44.56
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,55,275.0,20.0,235.0,220.0,0,0,0,0.0,0.0,0.0,5072.61,220.0,34,0.0,MA,19,33.63
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,25.0,65.0,35.0,20.0,0,0,0,0.0,0.0,0.0,1994.21,60.0,28,1.0,GO,17,39.71
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,10.0,10.0,10.0,15.0,0,0,0,0.0,0.0,0.0,1272.84,10.0,30,1.0,RJ,24,53.64
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,5.0,10.0,15.0,15.0,0,0,0,0.0,0.0,0.0,2040.39,70.0,24,1.0,BA,18,32.02
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35.0,10.0,20.0,55.0,0,0,0,0.0,0.0,0.0,831.71,0.0,21,0.0,SP,23,41.59
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,5.0,10.0,10.0,20.0,0,0,0,0.0,0.0,0.0,1153.21,20.0,22,0.0,RJ,20,37.66
0,0,0,0,0,0.0,25,50.0,25.0,25.0,0.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,5.0,170.0,125.0,120.0,0,0,0,0.0,0.0,0.0,3811.72,110.0,29,0.0,RO,18,80.59
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0.0,10.0,0.0,20.0,0,0,0,0.0,0.0,0.0,1474.36,10.0,37,1.0,AL,28,63.72
5,0,5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,185.0,60.0,35.0,640.0,0,0,0,0.0,0.0,0.0,2221.83,10.0,35,1.0,RJ,19,101.09
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,5.0,10.0,0,0,0,0.0,0.0,0.0,1012.71,0.0,33,1.0,PI,21,50.64
0,0,0,0,0,0.0,25,0.0,0.0,25.0,0.0,0.0,0,0,0,0,0,0,20,40,20,0,0,0,15,0,5.0,0.0,0.0,15.0,0,0,0,0.0,0.0,0.0,1372.81,0.0,50,,DF,27,68.64
0,0,0,0,0,0.0,50,200.0,50.0,125.0,0.0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2174.55,50.0,22,1.0,CE,24,58.73
0,0,0,0,0,0.0,50,75.0,0.0,0.0,50.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,10.0,0.0,5.0,0,0,0,0.0,0.0,0.0,1119.11,10.0,28,0.0,RS,15,45.96
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,10.0,5.0,20.0,10.0,0,0,0,0.0,0.0,0.0,1265.22,10.0,37,0.0,MG,19,53.26
5,5,10,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20.0,0.0,0.0,10.0,0,0,0,0.0,0.0,0.0,1915.03,30.0,56,1.0,RS,24,65.75
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,5.0,0.0,5.0,0,0,0,0.0,0.0,0.0,1123.61,0.0,30,0.0,PI,19,56.18
0,0,0,0,0,0.0,25,0.0,25.0,25.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,5.0,0.0,0.0,55.0,0,0,0,0.0,0.0,0.0,1572.54,40.0,19,0.0,MG,23,38.63
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,95,370,40.0,255.0,5.0,65.0,0,0,0,0.0,0.0,0.0,1952.69,0.0,37,1.0,SP,22,97.63
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,50,25.0,10.0,20.0,0.0,0,0,0,0.0,0.0,0.0,1524.48,40.0,25,,SP,24,36.22
5,0,0,20,0,15.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1823.16,60.0,27,0.0,MG,18,31.16
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,30.0,15.0,65.0,30.0,0,0,0,0.0,0.0,0.0,1171.11,0.0,25,1.0,AM,22,58.56
0,0,0,0,0,0.0,25,0.0,0.0,25.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,5.0,210.0,10.0,15.0,0,0,0,0.0,0.0,0.0,1675.46,20.0,32,0.0,MG,19,63.77
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,80,5,25.0,130.0,90.0,115.0,0,0,0,0.0,0.0,0.0,2015.59,50.0,24,1.0,PA,21,50.78
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,20.0,0.0,30.0,5.0,0,0,0,0.0,0.0,0.0,1457.75,20.0,35,1.0,RS,20,52.89
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0.0,15.0,5.0,0.0,0,0,0,0.0,0.0,0.0,1105.44,0.0,35,0.0,TO,19,55.27
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15.0,20.0,5.0,25.0,0,0,0,0.0,0.0,0.0,1489.03,30.0,26,1.0,MG,20,44.45
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,75,45,40.0,5.0,10.0,35.0,0,0,0,0.0,0.0,0.0,1799.73,50.0,22,0.0,SC,20,39.99
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1396.29,30.0,28,0.0,RJ,19,39.81
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,60,35.0,300.0,10.0,270.0,0,0,0,0.0,0.0,0.0,3904.31,140.0,27,1.0,RS,17,55.22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,115.0,70.0,10.0,45.0,0,0,0,0.0,0.0,0.0,2065.5,40.0,38,1.0,CE,22,63.28
0,0,0,0,0,0.0,0,0.0,330.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0.0,110.0,0.0,0,0,0,0.0,0.0,0.0,2986.72,110.0,35,0.0,PA,21,39.34
0,0,0,0,0,0.0,25,25.0,50.0,0.0,75.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30.0,10.0,50.0,0.0,0,0,0,0.0,0.0,0.0,1340.92,0.0,29,1.0,MA,22,67.05
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,150,25,105.0,150.0,330.0,20.0,0,0,0,0.0,0.0,0.0,1825.77,0.0,33,1.0,MG,21,91.29
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5.0,30.0,40.0,10.0,0,0,0,0.0,0.0,0.0,1980.24,80.0,25,0.0,PE,26,19.01
10,5,0,0,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10.0,20.0,10.0,0.0,0,0,0,0.0,0.0,0.0,1212.33,20.0,29,,RS,26,40.62
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,20.0,55.0,0.0,20.0,0,0,0,0.0,0.0,0.0,914.59,0.0,24,1.0,BA,24,45.73
0,0,0,0,0,1300.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,140.0,155.0,145.0,150.0,0,0,0,0.0,0.0,0.0,5286.42,130.0,37,1.0,CE,21,134.32
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5.0,0.0,5.0,0.0,0,0,0,0.0,0.0,0.0,1405.27,20.0,37,1.0,MG,15,50.26
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,10.0,30.0,10.0,5.0,0,0,0,0.0,0.0,0.0,1939.28,60.0,29,1.0,RN,19,36.96
10,5,20,20,10,20.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,130,20,30.0,420.0,95.0,155.0,0,0,0,0.0,0.0,0.0,2799.3,60.0,29,,SP,20,79.96
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,5.0,10.0,15.0,30.0,0,0,0,0.0,0.0,0.0,2054.78,100.0,25,0.0,PI,24,2.74
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,95,50.0,15.0,80.0,5.0,0,0,0,0.0,0.0,0.0,1819.49,40.0,29,1.0,SP,23,50.97
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,5.0,0.0,0.0,20.0,0,0,0,0.0,0.0,0.0,2227.42,60.0,38,1.0,MG,22,51.37
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,85,30,50.0,55.0,90.0,5.0,0,0,0,0.0,0.0,0.0,1600.14,20.0,25,1.0,MG,20,60.01
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20,20,20,0,20,0,5,0,0.0,0.0,0.0,5.0,0,0,0,0.0,0.0,0.0,1314.24,10.0,40,0.0,MG,21,55.71
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,110.0,0,0,0,0.0,0.0,0.0,3540.51,110.0,44,0.0,DF,23,67.03
5,0,5,0,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,65.0,30.0,0.0,30.0,0,0,0,0.0,0.0,0.0,1478.47,20.0,29,0.0,SP,21,53.92
0,0,0,0,0,0.0,0,0.0,0.0,480.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,15.0,250.0,50.0,215.0,0,0,0,0.0,0.0,0.0,4659.05,160.0,35,1.0,MG,20,72.95
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,45,30.0,30.0,15.0,30.0,0,0,0,0.0,0.0,0.0,1909.23,50.0,35,,PI,22,45.46
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,50.0,15.0,5.0,0.0,0,0,0,0.0,0.0,0.0,1704.48,40.0,27,1.0,RJ,16,45.22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20.0,15.0,0.0,10.0,0,0,0,0.0,0.0,0.0,1058.08,0.0,31,0.0,PE,23,52.9
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,140.0,140.0,140.0,0,0,0,0.0,0.0,0.0,3756.0,140.0,28,0.0,AC,22,47.8
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0.0,5.0,15.0,5.0,0,0,0,0.0,0.0,0.0,1225.0,20.0,28,0.0,SE,22,41.25
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5.0,90.0,10.0,10.0,0,0,0,0.0,0.0,0.0,1867.32,40.0,36,1.0,SP,21,53.37
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,30.0,0.0,50.0,15.0,0,0,0,0.0,0.0,0.0,1459.59,20.0,33,1.0,GO,18,52.98
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10.0,0.0,15.0,20.0,0,0,0,0.0,0.0,0.0,1285.34,10.0,34,0.0,MG,22,54.27
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,110.0,110.0,110.0,0,0,0,0.0,0.0,0.0,2668.26,110.0,28,1.0,PE,23,23.41
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1455.11,40.0,26,1.0,SP,25,32.76
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,5.0,0.0,0,0,0,0.0,0.0,0.0,907.61,0.0,25,,SE,17,45.38
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,60.0,20.0,25.0,0.0,0,0,0,0.0,0.0,0.0,1715.82,40.0,32,0.0,MA,24,45.79
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,80,25,0.0,40.0,50.0,30.0,0,0,0,0.0,0.0,0.0,1255.64,10.0,31,0.0,PI,19,52.78
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,10.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1688.42,30.0,35,1.0,SP,18,54.42
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5.0,0.0,5.0,0.0,0,0,0,0.0,0.0,0.0,2371.42,100.0,37,1.0,PA,17,18.57
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,70,125.0,5.0,140.0,130.0,0,0,0,0.0,0.0,0.0,1881.33,20.0,30,0.0,SC,20,74.07
5,5,0,0,5,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,110.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2973.14,110.0,23,0.0,DF,22,38.66
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,30,5.0,115.0,35.0,155.0,0,0,0,0.0,0.0,0.0,2049.88,40.0,34,1.0,RJ,21,62.49
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,60.0,5.0,0.0,0.0,0,0,0,0.0,0.0,0.0,883.81,0.0,23,,SP,19,44.19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,390.0,0,0,0,0,0,0,0,0,0,0,0,0,130,35,515.0,5.0,160.0,195.0,0,0,0,0.0,0.0,0.0,4146.74,130.0,28,0.0,SE,22,77.34
